height velocity(m/s) Temperature(K)
465.5 11.5471615748 293.0
466.0 11.5471615748 293.0
466.5 11.5471615748 293.0
467.0 11.5471615748 293.0
467.5 11.5471615748 293.0
468.0 11.5471615748 293.0
468.5 11.5471615748 293.0
469.0 11.5471615748 293.0
469.5 11.5471615748 293.0
470.0 11.5471615748 293.0
470.5 11.5471615748 293.0
471.0 11.5471615748 293.0
471.5 11.5471615748 293.0
472.0 11.5471615748 293.0
472.5 11.5471615748 293.0
473.0 11.5471615748 293.0
473.5 11.5471615748 293.0
474.0 11.5471615748 293.0
474.5 11.5471615748 293.0
475.0 11.5471615748 293.0
475.5 11.5471615748 293.0
476.0 11.5471615748 293.0
476.5 11.5471615748 293.0
477.0 11.5471615748 293.0
477.5 11.5471615748 293.0
478.0 11.5471615748 293.0
478.5 11.5471615748 293.0
479.0 11.5471615748 293.0
479.5 11.5471615748 293.0
480.0 11.5471615748 293.0
480.5 11.5471615748 293.0
481.0 11.5471615748 293.0
481.5 11.5471615748 293.0
482.0 11.5471615748 293.0
482.5 11.5471615748 293.0
483.0 11.5471615748 293.0
483.5 11.5471615748 293.0
484.0 11.5471615748 293.0
484.5 11.5471615748 293.0
485.0 11.5471615748 293.0
485.5 11.5471615748 293.0
486.0 11.5471615748 293.0
486.5 11.5471615748 293.0
487.0 11.5471615748 293.0
487.5 11.5471615748 293.0
488.0 11.5471615748 293.0
488.5 11.5471615748 293.0
489.0 11.5471615748 293.0
489.5 11.5471615748 293.0
490.0 11.5471615748 293.0
490.5 11.5471615748 293.0
491.0 11.5471615748 293.0
491.5 11.5471615748 293.0
492.0 11.5471615748 293.0
492.5 11.5471615748 293.0
493.0 11.5471615748 293.0
493.5 11.5471615748 293.0
494.0 11.5471615748 293.0
494.5 11.5471615748 293.0
495.0 11.5471615748 293.0
495.5 11.5471615748 293.0
496.0 11.5471615748 293.0
496.5 11.5471615748 293.0
497.0 11.5471615748 293.0
497.5 11.5471615748 293.0
498.0 11.5471615748 293.0
498.5 11.5471615748 293.0
499.0 11.5471615748 293.0
499.5 11.5471615748 293.0
500.0 11.5471615748 293.0
