0.292102	3.88642	7.13923e-16	-9.67119e-19	293	0.578382	0.60351	
0.89027	4.9561	9.1042e-16	4.05607e-18	293	0.614696	0.237806	
1.51703	5.51707	1.01347e-15	1.18049e-17	293	0.594232	0.132767	
2.17375	5.90049	1.0839e-15	1.68407e-17	293	0.582951	0.0887765	
2.86187	6.19246	1.13754e-15	1.91245e-17	293	0.575781	0.0653879	
3.58287	6.42958	1.18109e-15	1.51717e-17	293	0.570615	0.0510707	
4.33835	6.63046	1.218e-15	9.42239e-18	293	0.566518	0.0414691	
5.12993	6.80575	1.2502e-15	6.87102e-18	293	0.563028	0.0346094	
5.95936	6.96208	1.27891e-15	8.95541e-18	293	0.559896	0.0294767	
6.82843	7.10385	1.30496e-15	1.54694e-17	293	0.556975	0.0254993	
7.73905	7.23411	1.32888e-15	2.50616e-17	293	0.554176	0.0223313	
8.6932	7.35507	1.3511e-15	3.18609e-17	293	0.551439	0.0197517	
9.69296	7.46838	1.37192e-15	2.72961e-17	293	0.548725	0.0176129	
10.7405	7.5753	1.39156e-15	2.5324e-17	293	0.546004	0.0158127	
11.8381	7.67682	1.41021e-15	2.6134e-17	293	0.543255	0.0142782	
12.9882	7.77371	1.42801e-15	1.14905e-17	293	0.54046	0.0129558	
14.1933	7.86662	1.44507e-15	6.21066e-18	293	0.537608	0.0118055	
15.456	7.95606	1.4615e-15	1.04065e-17	293	0.534686	0.0107966	
16.779	8.04247	1.47738e-15	1.00651e-17	293	0.531684	0.00990539	
18.1653	8.12622	1.49276e-15	1.34341e-17	293	0.528596	0.00911305	
19.6178	8.2076	1.50771e-15	1.82872e-17	293	0.525412	0.00840464	
21.1398	8.28688	1.52228e-15	2.1277e-17	293	0.522127	0.00776802	
22.7345	8.36429	1.5365e-15	1.2056e-17	293	0.518733	0.00719331	
24.4055	8.44003	1.55041e-15	-1.98768e-17	293	0.515225	0.00667233	
26.1563	8.51426	1.56404e-15	-4.633e-17	293	0.511596	0.00619829	
27.9908	8.58714	1.57743e-15	-7.10262e-17	293	0.507841	0.00576547	
29.9131	8.6588	1.5906e-15	-8.91998e-17	293	0.503954	0.00536906	
31.9272	8.72936	1.60356e-15	-6.18491e-17	293	0.499929	0.00500495	
34.0376	8.79891	1.61633e-15	-7.49531e-17	293	0.495761	0.00466963	
36.2488	8.86755	1.62894e-15	-1.08549e-16	293	0.491445	0.00436008	
38.5658	8.93537	1.6414e-15	-3.94429e-17	293	0.486975	0.00407367	
40.9935	9.00244	1.65372e-15	2.1456e-17	293	0.482345	0.00380813	
43.5373	9.06882	1.66591e-15	3.89344e-17	293	0.47755	0.00356146	
46.2027	9.13457	1.67799e-15	8.7289e-17	293	0.472586	0.00333192	
48.9955	9.19974	1.68996e-15	1.26651e-16	293	0.467446	0.00311797	
51.9218	9.26438	1.70184e-15	1.54329e-16	293	0.462125	0.00291825	
54.9879	9.32854	1.71362e-15	1.77658e-16	293	0.456619	0.00273154	
58.2007	9.39224	1.72533e-15	1.63308e-16	293	0.450922	0.00255677	
61.567	9.45552	1.73695e-15	1.46471e-16	293	0.445029	0.00239298	
65.0942	9.51841	1.7485e-15	1.43599e-16	293	0.438936	0.00223931	
68.79	9.58094	1.75999e-15	1.06062e-16	293	0.432638	0.00209499	
72.6626	9.64311	1.77141e-15	2.21319e-16	293	0.42613	0.00195932	
76.7202	9.70495	1.78277e-15	3.79808e-16	293	0.419409	0.00183168	
80.9718	9.76648	1.79407e-15	3.50336e-16	293	0.412471	0.0017115	
85.4266	9.82769	1.80532e-15	2.87915e-16	293	0.405312	0.00159826	
90.0944	9.8886	1.81651e-15	2.74382e-16	293	0.397929	0.00149151	
94.9853	9.94921	1.82764e-15	2.71636e-16	293	0.39032	0.00139081	
100.11	10.0095	1.83872e-15	3.23675e-16	293	0.382484	0.00129579	
105.48	10.0695	1.84974e-15	3.6009e-16	293	0.374418	0.00120609	
111.106	10.1292	1.8607e-15	4.72518e-16	293	0.366121	0.0011214	
117.001	10.1885	1.8716e-15	6.40343e-16	293	0.357595	0.00104142	
123.178	10.2475	1.88244e-15	6.47227e-16	293	0.348841	0.000965892	
129.651	10.3062	1.89321e-15	4.09578e-16	293	0.339859	0.000894561	
136.433	10.3644	1.90391e-15	7.44919e-17	293	0.330654	0.000827208	
143.538	10.4222	1.91453e-15	7.06359e-17	293	0.321229	0.000763627	
150.984	10.4796	1.92507e-15	3.80348e-17	293	0.311591	0.000703628	
158.786	10.5365	1.93552e-15	-4.56943e-17	293	0.301746	0.000647039	
166.96	10.5928	1.94587e-15	9.141e-17	293	0.291704	0.000593698	
175.525	10.6486	1.95611e-15	1.79359e-16	293	0.281475	0.000543459	
184.5	10.7037	1.96623e-15	5.70751e-17	293	0.271073	0.000496186	
193.904	10.7581	1.97622e-15	-7.79956e-17	293	0.260513	0.000451752	
203.757	10.8117	1.98607e-15	-2.84055e-17	293	0.249813	0.000410041	
214.081	10.8644	1.99576e-15	6.50871e-17	293	0.238996	0.000370947	
224.899	10.9161	2.00526e-15	6.76579e-16	293	0.228086	0.000334371	
236.234	10.9668	2.01457e-15	1.19577e-15	293	0.217115	0.000300224	
248.11	11.0163	2.02366e-15	1.12184e-15	293	0.206119	0.000268424	
260.555	11.0644	2.0325e-15	1.06458e-15	293	0.195141	0.0002389	
273.594	11.111	2.04106e-15	8.8944e-16	293	0.184233	0.000211588	
287.257	11.1559	2.0493e-15	8.92822e-16	293	0.173458	0.000186437	
301.572	11.1988	2.05718e-15	8.19736e-16	293	0.162891	0.000163406	
316.572	11.2394	2.06465e-15	9.48577e-16	293	0.152622	0.000142468	
332.289	11.2776	2.07165e-15	1.13269e-15	293	0.142759	0.000123608	
348.757	11.3128	2.07812e-15	1.00427e-15	293	0.133425	0.000106821	
366.013	11.3447	2.08399e-15	5.63055e-16	293	0.124761	9.2113e-05	
384.093	11.3729	2.08917e-15	9.59153e-17	293	0.116917	7.94892e-05	
403.038	11.3971	2.0936e-15	1.2148e-16	293	0.110046	6.89518e-05	
422.888	11.4167	2.09721e-15	-5.43404e-16	293	0.104295	6.04935e-05	
443.687	11.4315	2.09994e-15	-1.11372e-15	293	0.0997956	5.41004e-05	
465.481	11.4412	2.10172e-15	-1.10656e-15	293	0.0966666	4.97696e-05	
488.316	11.4452	2.10246e-15	-4.45843e-16	293	0.0950324	4.75461e-05	
